stop_id,stop_name,stop_lat,stop_lon
26089,(Theneyuru)I Basapura Gate,13.22602,77.83624
29374,10th Cross Lingadhiranahalli,13.00951,77.47431
20558,10th Cross Magadi Road,12.97556,77.55562
20559,10th Cross Magadi Road,12.97574,77.55706
29375,10th Stone NICE Road,12.87273,77.4986
35415,10th Stone NICE Road,12.87242,77.49865
29373,11th Block Anjanapura,12.85225,77.57235
35416,11th Block Anjanapura,12.85224,77.57265
21629,12th Block Nagarabhavi,12.96018,77.51398
21630,12th Block Nagarabhavi,12.96076,77.51351
22869,12th Main 7th Cross BTM Layout,12.91393,77.61007
22873,13th Main 7th Cross BTM Layout,12.914,77.61002
20568,14th Main HSR Layout,12.91637,77.63472
20569,14th Main HSR Layout,12.91619,77.63521
29381,14th Main HSR Layout,12.91972,77.63844
35422,14th Main HSR Layout,12.91966,77.63831
22881,16th Main Hopcoms BTM Layout,12.91971,77.61036
22884,17th Main Hopcoms BTM Layout,12.91953,77.61028
22890,18th Main Jayanagara,12.92328,77.58898
23428,18th Main Jayanagara,12.92343,77.58964
22891,19th Main 13th Cross HSR Layout,12.91593,77.65176
24300,19th Main 13th Cross HSR Layout,12.91582,77.65175
20575,1st Block Rajajinagara,13.0047,77.54909
20576,1st Block Rajajinagara,13.00515,77.54887
39193,1st Block Rajajinagara,13.00592,77.54867
21631,1st Block Vidyaranyapura,13.07024,77.55543
21632,1st Block Vidyaranyapura,13.07023,77.55539
29392,1st Block Vishweshwaraiah Layout,12.93746,77.47873
35600,1st Block Vishweshwaraiah Layout,12.93748,77.47888
20577,1st Cross Magadi Road,12.97569,77.563
20578,1st Cross Magadi Road,12.97569,77.5628
29393,1st Main Kodichikkanahalli,12.89854,77.61543
35599,1st Main Kodichikkanahalli,12.89847,77.6155
22896,1st Stage 3rd Block Nagarabhavi (Nayandahalli),12.95302,77.52026
22897,1st Stage 3rd Block Nagarabhavi (Summanahalli),12.95286,77.52017
29395,1st Stage HBR Layout,13.02116,77.6263
29400,2nd Stage  H B R Layout (2nd Cross),13.03172,77.61208
35596,2nd Stage 11th Block Nagarabhavi,12.97754,77.51333
35595,2nd Stage 9th Block Nagarabhavi,12.96864,77.51027
29399,2nd Stage H B R Layout (1st Main),13.02881,77.61556
35594,2nd Stage H B R Layout (1st Main),13.02881,77.61553
35593,2nd Stage HBR Layout (2nd Cross),13.03165,77.61209
22907,2nd Stage Kanteeravanagara,13.01505,77.53901
29402,2nd stage Kuvempunagara,13.07313,77.54132
35591,2nd stage Kuvempunagara,13.07306,77.54142
21446,3rd Block Jayanagara,12.9318,77.58393
21447,3rd Block Jayanagara,12.93349,77.58396
21633,3rd Block Vidyaranyapura,13.0723,77.55641
21634,3rd Block Vidyaranyapura,13.07226,77.55635
22684,3rd Main Road Annapoorneshwarinagara,12.97816,77.50434
22688,3rd Main Road Annapoorneshwarinagara,12.97811,77.50446
29404,3rd Stage Basaveshwaranagara,12.98912,77.54249
35589,3rd Stage Basaveshwaranagara,12.98898,77.54254
29406,4th Block HBR Layout,13.03437,77.63268
35587,4th Block HBR Layout,13.03435,77.63264
29407,4th Phase Yelahanka New Town Iyengar Bakery,13.10426,77.57
35586,4th Stone NICE Road,13.009,77.47509
22918,4th T Block Jayanagara,12.92317,77.59363
24180,4th T Block Jayanagara,12.9229,77.59341
29409,5th Block HBR Layout,13.03585,77.63142
35585,5th Block HBR Layout,13.03582,77.6315
22920,5th Block Jayanagara,12.91727,77.58359
22921,5th Block Jayanagara,12.91727,77.58367
35584,5th Block Vishweshwaraiah Layout,12.95838,77.4816
20584,5th Cross Magadi Road,12.97567,77.56081
20585,5th Cross Magadi Road,12.97578,77.56071
22923,5th Cross Sriramapura,12.99214,77.56647
22925,5th Phase Yelahanka New Town,13.10575,77.57251
29412,5th Stone NICE Road,12.97116,77.47145
20586,6th Block Rajajinagara,12.97944,77.55359
20587,6th Block Rajajinagara,12.97953,77.55377
22929,7th Cross Wilson Garden,12.94699,77.59436
23661,7th Cross Wilson Garden,12.94684,77.59465
20588,80 feet Road Kalyananagara,13.02564,77.6406
21450,80 feet Road Kalyananagara,13.02546,77.64042
29419,80ft Road Banasawadi,13.01538,77.6429
35575,80ft Road Banasawadi,13.01511,77.64267
29420,80ft Road HRBR Layout,13.02095,77.64317
35574,80ft Road HRBR Layout,13.02035,77.64328
22937,80ft Road MS Ramaiah College,13.02752,77.57571
22108,8th Main 3rd Cross  Junction,13.02248,77.63714
22109,8th Main 3rd Cross  Junction,13.02274,77.6373
20591,8th Main Kamalanagara,12.99178,77.53856
20592,8th Main Kamalanagara,12.99163,77.53839
20593,8th Mile Dasarahalli,13.04622,77.50755
20594,8th Mile Dasarahalli,13.04541,77.50795
35570,8th Mile Dasarahalli,13.0451,77.50748
35571,8th Mile Dasarahalli,13.04547,77.50553
35572,8th Mile Dasarahalli,13.04544,77.50547
38567,8th Mile Dasarahalli,13.04571,77.50753
39687,8th Mile Dasarahalli Arrival,13.04556,77.50726
37132,9th Block Jayanagara,12.91964,77.5928
22949,9th Block Jayanagara (22nd Main),12.91969,77.59144
22950,9th Block Jayanagara (40th Cross),12.91969,77.59247
29424,9th Stone NICE Road,12.88789,77.48532
37131,9th block Jayanagara,12.91957,77.59284
29453,A G Export Garments Nelamangala,13.12046,77.39237
35538,A G Export Garments Nelamangala,13.12048,77.39242
21652,A P J Abdul Kalam Statue,12.97972,77.65404
21653,A P J Abdul Kalam Statue,12.97977,77.65418
38855,ADMC Quarters Office,13.0053,77.64117
29450,AECS Dental College,12.86536,77.59832
35541,AECS Dental College,12.8654,77.59836
20595,AECS Layout Cross,12.96495,77.71832
20596,AECS Layout Cross,12.96511,77.71827
29451,AECS Layout Singasandra,12.88306,77.64991
35540,AECS Layout Singasandra,12.88286,77.65018
29461,AGS Layout,12.95173,77.47919
35533,AGS Layout,12.95163,77.47921
29462,AGS Layout Arehalli,12.91246,77.53706
35532,AGS Layout Arehalli,12.91246,77.537
23014,AGS Layout Cross,12.91347,77.54088
24342,AGS Layout Cross,12.91353,77.54088
29463,AIR FORCE Quarters,13.05899,77.52141
35531,AIR FORCE Quarters,13.05895,77.52139
29474,AL Ameen Residential School,13.06983,77.80832
35521,AL Ameen Residential School,13.0696,77.80836
37331,AL-Agro Factory,12.98777,77.88168
37332,AL-Agro Factory,12.98697,77.88059
23060,AMC College,12.82938,77.58759
24134,AMC College,12.83005,77.58779
29549,APCO Factory,12.76209,77.47036
35454,APCO Factory,12.76195,77.47044
29550,APMC Yard,13.10494,77.44396
35453,APMC Yard,13.10488,77.44388
23134,APS College,12.78276,77.49966
23632,APS College,12.78272,77.4995
39681,APS College Cross,12.78284,77.49959
39682,APS College Cross,12.78637,77.50249
38962,ARMY PUBLIC SCHOOL (Parachute Regiment),13.01651,77.58615
23190,ASC Centre,12.96239,77.61892
23930,ASC Centre,12.96248,77.61903
29426,Aane Kempegowdana Doddy,12.86158,77.33503
35856,Aane Kempegowdana Doddy,12.86152,77.33503
23396,Abbaiah Circle Sarjapura,12.85975,77.79411
23418,Abbaiah Circle Sarjapura,12.8597,77.79409
29428,Abbanakuppe,12.77419,77.4095
35564,Abbanakuppe,12.77413,77.40941
29429,Abbanakuppe Colony,12.77126,77.41627
35563,Abbanakuppe Colony,12.77123,77.41632
30920,Abbanakuppe KEB,12.78775,77.42874
33404,Abbanakuppe KEB,12.78773,77.42856
29430,Abbigere,13.07696,77.52587
35562,Abbigere,13.07692,77.52589
29431,Abbigere Cross,13.07068,77.52978
35561,Abbigere Cross,13.07069,77.52981
29432,Abbigere Dinne,13.07106,77.52803
35560,Abbigere Dinne,13.07099,77.52801
29433,Abbigere Gate,13.07248,77.52353
35559,Abbigere Gate,13.07243,77.52355
22965,Acharya College,13.00234,77.48822
22966,Acharya College,13.00238,77.48823
29434,Acharya Institute of Technology,13.08354,77.4841
35558,Acharya Institute of Technology,13.08351,77.48416
29435,Achyuthanagara Gate,13.0842,77.48657
35557,Achyuthanagara Gate,13.08416,77.48656
29437,Adakamaranahalli (Magadi Road),12.94707,77.31056
39571,Adakamaranahalli (Magadi Road),12.94705,77.31051
29438,Adakamaranahalli Cross (Magadi Road),12.95445,77.30923
35554,Adakamaranahalli Cross (Magadi Road),12.9544,77.30926
21639,Adakimaranahalli,13.07065,77.4449
29439,Adakimaranahalli,13.07028,77.44482
29442,Adarshanagara,13.07619,77.42374
35552,Adarshanagara,13.07621,77.42378
29443,Adarshanagara Water Tank,13.07467,77.42052
29444,Adde Vishwanathapura,13.18672,77.55112
35550,Adde Vishwanathapura,13.18669,77.5511
29445,Addiganahalli,13.17297,77.56958
35549,Addiganahalli,13.17292,77.56963
22981,Addiganahalli Extension,13.1728,77.57126
31347,Addiganahalli Extension 1,13.17288,77.57123
22982,Adigara Kallahalli,12.8252,77.80356
23391,Adigara Kallahalli,12.82534,77.8033
29446,Adigondanahalli,12.81457,77.75116
35548,Adigondanahalli,12.81456,77.75126
25578,Adigondanahalli Junction,12.80604,77.74276
32772,Adigondanahalli Junction,12.80604,77.74266
37049,Adishwara Bombay Dying,13.02126,77.55609
39104,Aditya Bakery,12.90354,77.51078
39105,Aditya Bakery,12.90351,77.51069
38161,Adrsha Savana,13.20862,77.60376
38162,Adrsha Savana,13.20859,77.60381
29448,Adugodi,12.94387,77.6077
35544,Adugodi,12.94397,77.60748
35546,Adugodi,12.94384,77.60761
22990,Adugodi Police Station,12.93897,77.60976
23802,Adugodi Police Station,12.93985,77.6095
22992,Aduru,13.05553,77.7058
22993,Aduru,12.73303,77.65433
22994,Aduru,12.73301,77.6544
22995,Aduru,13.05535,77.70589
36662,Aduru,12.73318,77.657
29452,Aerospace Bagalur,13.17289,77.73066
35539,Aerospace Bagalur,13.17277,77.73058
29454,Agalakote,13.21292,77.73612
35537,Agalakote,13.21287,77.73615
23002,Agara,12.8429,77.4863
23003,Agara,12.84479,77.48713
23004,Agara,12.84477,77.48709
31348,Agara,12.84288,77.48626
21640,Agara Cross,12.84887,77.5221
21641,Agara Cross,12.84892,77.52196
20597,Agara Junction,12.92433,77.65073
20598,Agara Junction,12.92452,77.65028
24000,Agara Junction,12.92464,77.64937
35769,Agara Junction,12.92468,77.64998
38120,Agara Junction,12.92417,77.65075
38462,Agara Junction,12.9239,77.65172
20599,Agrahara Dasarahalli,12.97853,77.54293
20600,Agrahara Dasarahalli,12.97874,77.54121
29456,Agrahara Layout,13.09837,77.62683
35535,Agrahara Layout,13.09838,77.62671
31848,Agrahara Layout Cross,13.10248,77.6277
31849,Agraharapalya Gate,13.13071,77.45347
35686,Agraharapalya Gate,13.13065,77.45343
36061,Ainahalli,13.25849,77.38757
36062,Ainahalli,13.2585,77.38762
29464,Air Lines Dhaba Gate,13.22276,77.74085
35530,Air Lines Dhaba Gate,13.2225,77.74086
39704,Air force Gate Ashwathnagara,13.02684,77.57964
29465,Airport Trumpet,13.19908,77.65792
35529,Airport Trumpet,13.19905,77.6582
29467,Ajjagondahalli,12.95709,77.76839
35527,Ajjagondahalli,12.95705,77.76842
29468,Ajjanahalli,12.9167,77.3865
35526,Ajjanahalli,12.91666,77.38648
29469,Ajmeer Apartment Neeladri Road,12.84185,77.64673
35525,Ajmeer Apartment Neeladri Road,12.84181,77.64675
23022,Akkayammana Betta,13.16162,77.64223
29470,Akkayammana Betta Huttanahalli Cross,13.16165,77.64227
29471,Akkipete Devanahalli,13.25413,77.67796
35524,Akkipete Devanahalli,13.25414,77.67798
23668,Akkithimmanahalli,12.96186,77.59789
31349,Akkithimmanahalli,12.96194,77.5978
29472,Akshayanagara,13.02072,77.68339
35523,Akshayanagara,13.02068,77.68354
29473,Akshayanagara New Town,12.87657,77.61101
35522,Akshayanagara New Town,12.87657,77.61166
29475,Aladamara Chikkanahalli Cross,12.72813,77.64802
35520,Aladamara Chikkanahalli Cross,12.72807,77.648
29476,Aladamara Laggere,13.01327,77.52095
35519,Aladamara Laggere,13.01332,77.52098
21451,Aladamara Papareddypalya,12.97525,77.50947
21642,Aladamara Papareddypalya,12.97518,77.5096
25681,Alahalli,13.27752,77.52158
32821,Alahalli,13.27749,77.52162
29477,Alambadi,12.89273,77.88659
35518,Alambadi,12.8927,77.88656
29478,Alanayakanahalli Gate,13.18089,77.32413
35517,Alanayakanahalli Gate,13.18069,77.32407
23034,Ali Bommasandra,12.82033,77.73652
23035,Ali Bommasandra,12.82032,77.73644
39597,Aliaskar Embassy,12.99388,77.58905
21452,Alisda,13.03392,77.54098
21453,Alisda,13.03404,77.54112
38395,Aliyuru,13.263,77.76564
29480,Allalasandra,13.08806,77.58865
35515,Allalasandra,13.08809,77.58863
29481,Allalasandra Gate,13.08664,77.59375
35106,Allalasandra Gate,13.08444,77.59437
35608,Allalasandra Gate,13.08686,77.59386
39009,Allalasandra Gate,13.08448,77.59386
35151,Allalasandra Gate FLY,13.08483,77.59415
39271,Allalasandra Gate FLY,13.085,77.59437
39287,Allalasandra Lake,13.09296,77.5912
29483,Allammanapalya,12.9356,77.3661
35513,Allammanapalya,12.93554,77.36618
29484,Alpha College Chikka Gubbi,13.07701,77.66207
35512,Alpha College Chikka Gubbi,13.07697,77.66209
38905,Alphine Apartment,13.06649,77.5765
29485,Aluru,13.08482,77.46553
35511,Aluru,13.08487,77.46561
38789,Aluru BDA 1st Stage,13.09262,77.44748
29486,Aluru BDA 2nd Stage,13.09146,77.44993
35510,Aluru BDA 2nd Stage,13.09138,77.44998
29487,Aluru Cross,13.0824,77.47479
35509,Aluru Cross,13.08236,77.47477
29488,Alurupalya,13.09723,77.47067
35508,Alurupalya,13.09721,77.47062
29489,Amarajyothi Badavane,13.05526,77.62929
35507,Amarajyothi Badavane,13.05525,77.62932
29490,Amba Bhavani Nagara,13.09719,77.54597
35506,Amba Bhavani Nagara,13.09721,77.54603
39321,Ambabhavani Badavane,13.11013,77.62408
36059,Ambalagere,13.24322,77.38657
36060,Ambalagere,13.24327,77.38658
39735,Ambalipura,13.06995,77.88026
21454,Ambedkar Institute of Technology,12.96319,77.50502
21643,Ambedkar Institute of Technology,12.96338,77.50515
35503,Ambedkar Medical College Shampura,13.02327,77.6126
23058,Ambedkar Nagara,12.89914,77.71286
23901,Ambedkar Nagara,12.89929,77.71273
29494,Ambika School,13.15775,77.33712
35502,Ambika School,13.15775,77.33719
20601,Amma Ashrama Cross,12.94936,77.48882
20602,Amma Ashrama Cross,12.94958,77.48867
29497,Amogha Layout,13.07508,77.71811
35499,Amogha Layout,13.0751,77.71814
29498,Amritha Ayurvedic Hospital,13.12479,77.54721
35498,Amritha Ayurvedic Hospital,13.12476,77.54722
38136,Amruth Sweets,12.90921,77.64153
38137,Amruth Sweets,12.90926,77.64147
29499,Amrutha Engineering College,12.89566,77.67471
35101,Amrutha Engineering College,12.8968,77.6752
35368,Amrutha Engineering College,12.89689,77.67517
23067,Amruthahalli,13.06576,77.60081
35173,Amruthahalli,13.06574,77.60076
31850,Amruthanagara,12.8394,77.54987
35497,Amruthanagara,12.83949,77.54993
29502,Amruthanagara Canara Bank,13.05518,77.59969
35496,Amruthanagara Canara Bank,13.05506,77.59974
39318,Amruthaya central school,13.11346,77.62438
29503,Anagalipura,13.06842,77.68234
35495,Anagalipura,13.06838,77.68241
29504,Anagalipura Gate,13.07306,77.67885
35494,Anagalipura Gate,13.07303,77.67888
22744,Ananda Ashrama (BGT Rd),12.9275,77.60062
22768,Ananda Ashrama (BGT Rd),12.92644,77.60037
39748,Ananda Ashrama Bannerughatta,12.818,77.58395
39749,Ananda Ashrama Bannerughatta,12.81799,77.58412
20603,Ananda Rao Circle,12.98115,77.57466
29506,Ananda Rao Circle,12.98074,77.57503
35375,Ananda Rao Circle,12.98117,77.57694
29507,Anandanagara,12.98386,77.24218
35492,Anandanagara,12.9838,77.24209
29511,Anandapura,13.02423,77.69285
35489,Anandapura,13.0241,77.6927
29512,Ananthapura,13.11474,77.56709
35488,Ananthapura,13.11478,77.56706
23081,Ananthapura Gate,13.1146,77.57901
23082,Ananthapura Gate,13.11478,77.57907
29513,Anche Muskuru,12.90473,77.86785
35487,Anche Muskuru,12.90471,77.8678
20604,Anchepalya,12.89258,77.45798
20605,Anchepalya,12.8926,77.45753
21644,Anchepalya,13.05529,77.47983
23084,Anchepalya,13.05497,77.47936
29515,Anchipura,12.77061,77.43203
35485,Anchipura,12.77008,77.43196
29516,Anchipura Colony,12.76763,77.43855
35484,Anchipura Colony,12.76759,77.43854
29517,Anchipura Cross,12.79009,77.44125
35483,Anchipura Cross,12.79006,77.44125
29518,Andhrahalli,13.00805,77.48484
35482,Andhrahalli,13.00802,77.48484
29519,Andhrahalli Gate,13.11545,77.74528
35481,Andhrahalli Gate,13.11547,77.74531
29520,Andhrahalli Govt School,13.00956,77.48295
35480,Andhrahalli Govt School,13.00952,77.48294
29521,Ane Hosahalli Gate,12.62071,77.51387
35479,Ane Hosahalli Gate,12.62062,77.51383
29522,Anehalla,12.97985,77.2414
35478,Anehalla,12.97983,77.24132
23094,Anekal,12.70939,77.69641
23095,Anekal Circle,12.71677,77.70018
23974,Anekal Circle,12.71674,77.70009
30365,Anekal Road Junction,12.76835,77.77015
33142,Anekal Road Junction,12.76839,77.77011
23800,Anepalya,12.95289,77.60532
23818,Anepalya,12.95303,77.60518
29525,Anjan Vidya Kendra School,12.92427,77.82438
35475,Anjan Vidya Kendra School,12.92411,77.82445
38756,Anjanamurthy,13.04511,77.57437
21455,Anjananagara,12.98617,77.48817
21456,Anjananagara,12.98614,77.48847
23101,Anjanapura,12.86196,77.56393
23649,Anjanapura,12.86196,77.56381
23651,Anjanapura,12.862,77.56385
38032,Anjanapura 10 Block,12.85564,77.57054
38033,Anjanapura 10 Block,12.85601,77.569
38034,Anjanapura 10th  Block,12.8556,77.57056
21294,Anjanapura 10th Block,12.85593,77.56907
29526,Anjanapura 1st Block,12.86001,77.54817
35474,Anjanapura 1st Block,12.85998,77.54813
29527,Anjanapura 2nd Block,12.86573,77.55245
35473,Anjanapura 2nd Block,12.86563,77.55253
29528,Anjanapura 2nd Block Cross (LBSN),12.86054,77.55939
38778,Anjanapura 2nd Block Cross (LBSN),12.86053,77.55945
29529,Anjanapura Cross,12.86183,77.56091
35471,Anjanapura Cross,12.86183,77.56083
23106,Anjaneya Temple Anekal,12.7173,77.70046
24184,Anjaneya Temple Anekal,12.71729,77.70025
21645,Anjaneya Temple Bidaraguppe,12.80086,77.78283
21646,Anjaneya Temple Bidaraguppe,12.80131,77.78276
29530,Anjaneya Temple Devanahalli,13.2351,77.71302
35470,Anjaneya Temple Devanahalli,13.23506,77.713
20606,Anjaneya Temple Madhure,13.20979,77.44534
29531,Anjaneya Temple Madhure,13.20985,77.44529
21647,Anjaneya Temple Nelamangala,13.09737,77.39777
29533,Anjaneya Temple Nelamangala,13.09723,77.39774
29534,Anjaneya Temple Thigalarapalya,13.01371,77.48343
35468,Anjaneya Temple Thigalarapalya,13.01372,77.48347
29536,Ankanahalli,13.20433,77.79846
35466,Ankanahalli,13.20433,77.79838
29537,Ankegowdana Doddy,12.70677,77.51728
35465,Ankegowdana Doddy,12.70677,77.51733
39526,Anna Kuteera Kathriguppe,12.92613,77.55016
35464,Annahalli,12.69958,77.38452
35463,Annapoorneshwari nagara Cross,12.96998,77.49655
22686,Annapoorneshwarinagara,12.98077,77.50687
22687,Annapoorneshwarinagara,12.98002,77.50667
29540,Annapoorneshwarinagara Cross,12.97002,77.49658
29541,Annapoorneshwarinagara Water Tank,12.97203,77.49697
35462,Annapoorneshwarinagara Water Tank,12.97196,77.49702
39138,Annapurneshwari Badavane,13.13874,77.50802
39139,Annapurneshwari Badavane,13.13879,77.50799
21648,Annasandrapalya,12.96444,77.67236
21649,Annasandrapalya,12.96444,77.67252
23120,Annasandrapalya Cross,12.96039,77.66622
23646,Annasandrapalya Cross,12.96044,77.66607
29543,Anneshwara Circle,13.21541,77.71063
35460,Anneshwara Circle,13.21536,77.71062
35459,Anubhavanagara,12.96778,77.5238
29545,Anugondanahalli,12.95714,77.81518
35458,Anugondanahalli,12.9571,77.81524
21650,Anugondanahalli Cross,12.95896,77.81597
21651,Anugondanahalli Cross,12.95892,77.81598
38116,Anugraha Badavane (Bilekahalli),12.90328,77.60895
24988,Anupahalli,13.21543,77.85596
32486,Anupahalli,13.21548,77.85612
29548,Aparel Park,13.27257,77.55193
35455,Aparel Park,13.27266,77.55205
20607,Apex Bank,12.94177,77.55602
20608,Apex Bank,12.94183,77.55567
23578,Apollo Hospital,12.89662,77.6
23870,Apollo Hospital,12.89635,77.59972
29551,Appasandra,13.06315,77.89669
35452,Appasandra,13.06317,77.89659
29553,Aradeshanahalli,13.22247,77.56361
35450,Aradeshanahalli,13.22244,77.56364
23137,Aradeshanahalli Gate,13.21637,77.55258
23140,Aradeshanahalli Gate,13.21648,77.55266
29555,Arakere Byrapura,13.20062,77.5393
35448,Arakere Byrapura,13.20064,77.53932
23145,Arakere Gate,12.89024,77.59811
23147,Arakere Gate,12.89042,77.59793
39361,Arakere Gate,12.89059,77.5978
29557,Aralalusandra,12.73314,77.45381
35446,Aralalusandra,12.73311,77.45385
29558,Aralalusandra Cross,12.74337,77.46289
35445,Aralalusandra Cross,12.74341,77.46301
23810,Aralimara (PK Kalyana Mantapa ),12.88003,77.62459
23814,Aralimara (PK Kalyana Mantapa ),12.87985,77.62456
29559,Aralimara Hosahalli,13.14043,77.64128
35444,Aralimara Hosahalli,13.14039,77.64126
21654,Aralimara Industrial Area  Rajajinagara,12.97858,77.54902
21655,Aralimara Industrial Area  Rajajinagara,12.97857,77.54871
20609,Aralimara Sunkadakatte,12.99209,77.50467
35443,Aralimara Ullalu,12.95768,77.48731
23154,Aralimarada Doddy,12.8066,77.27057
23155,Aralimaradapalya,12.9297,77.36468
29561,Aralimaradapalya Cross,12.92666,77.36
35442,Aralimaradapalya Cross,12.92659,77.35999
29562,Aralumallige,13.27372,77.50935
35441,Aralumallige,13.27367,77.50939
23159,Arasanahalli,12.96478,77.88863
23160,Arasanahalli,13.20152,77.79732
23161,Arasanahalli,13.20148,77.79737
29565,Arathipalya,13.03724,77.42604
35438,Arathipalya,13.03724,77.42597
23166,Aravinda Limited,12.81475,77.67016
23889,Aravinda Limited,12.81485,77.67002
29566,Arch Lingadeeranahalli,12.99962,77.48869
35437,Arch Lingadeeranahalli,12.99961,77.48872
29567,Arch Railway Gollahalli,13.1482,77.41192
35436,Arch Railway Gollahalli,13.14818,77.41187
29568,Archakara Badavane,12.91878,77.45255
35435,Archakara Badavane,12.91876,77.45237
29569,Are Bannimangala,13.15396,77.71761
35434,Are Bannimangala,13.154,77.71759
39099,Are bannimangala Cross,13.15681,77.71965
21656,Arebic College,13.03021,77.62093
21657,Arebic College,13.03049,77.62121
23171,Arebommanahalli T Begur,13.14258,77.28487
21658,Arehalli,12.93717,77.8298
21659,Arehalli,12.90849,77.53855
21660,Arehalli,12.93715,77.82987
21661,Arehalli,12.90857,77.53841
23173,Arehalli,12.76319,77.7669
23175,Arehalli,12.76317,77.76695
23176,Arehalli,13.26528,77.56541
21662,Arehalli Cross,12.94227,77.83669
21663,Arehalli Cross,12.94222,77.83665
29570,Arenur,12.80984,77.77503
35433,Arenur,12.80975,77.7749
21664,Arishinakunte,13.08026,77.42417
29571,Arishinakunte,13.07966,77.42419
35679,Arishinakunte,13.20051,77.77355
35680,Arishinakunte,13.2008,77.77368
38573,Arishinakunte  Toll,13.0799,77.42487
29572,Arivesandra,13.18506,77.32518
35677,Arivesandra,13.18504,77.32512
39661,Arjun bettahalli,13.15969,77.41892
36501,Army Public School Kamaraja Road,12.97871,77.60941
35675,Arogya Dhama,13.07838,77.35297
35674,Art Of Living,12.82267,77.51403
29575,Art Of Living (Kanakapura Road),12.82279,77.51417
29576,Art Of Living Ravishankar Ashram,12.8286,77.51257
35673,Art Of Living Ravishankar Ashram,12.82858,77.51277
39585,Art of Living Sri Ravishankar Ashram,12.82857,77.51236
39626,Asha Nandagokula Badavane,13.13139,77.70151
39627,Asha Nandagokula Badavane,13.13145,77.70147
21457,Ashoka Pillar,12.9426,77.58508
21458,Ashoka Pillar,12.94322,77.58529
23759,Ashoka Pillar,12.94367,77.58496
38758,Ashoka Polytechnic,13.06547,77.53305
38759,Ashoka Polytechnic,13.06554,77.53305
29578,Ashokanagara,12.93703,77.5625
29579,Ashrama Ramohalli,12.90632,77.42885
35671,Ashrama Ramohalli,12.90627,77.42882
23193,Ashraya Badavane,12.97871,77.47403
21666,Ashwath Nagara,13.05289,77.63144
21667,Ashwath Nagara,13.05274,77.63125
21668,Ashwath Nagara Cross,13.05078,77.63054
21669,Ashwath Nagara Cross,13.05075,77.63067
29580,Ashwathkatte Kodihalli,13.0186,77.81054
35670,Ashwathkatte Kodihalli,13.01858,77.81063
23196,Ashwathkatte Manorayanapalya,13.02801,77.60443
23347,Ashwathkatte Manorayanapalya,13.028,77.60436
23197,Ashwathkatte Sultanpalya,13.02463,77.60339
23345,Ashwathkatte Sultanpalya,13.02463,77.60335
20610,Ashwathnagara,13.02679,77.57984
23198,Ashwathnagara,13.02691,77.57973
38802,Ashwathnagara,13.02698,77.57975
36066,Asian Paints Dabaspet,13.23008,77.27239
36556,Aspire bee School,12.87915,77.72373
23201,Athimagere Gate,12.87458,77.28357
29585,Attibele,12.77799,77.76976
31853,Attibele,12.77798,77.7699
21670,Attibele Bus Stand,12.77896,77.77086
21671,Attibele Bus Stand,12.77958,77.77061
21672,Attibele Bus Stand,12.77954,77.77046
21673,Attibele Bus Stand,12.77865,77.77077
29586,Attibele Sulibele,13.16987,77.79388
35665,Attibele Sulibele,13.1698,77.79387
20613,Attiguppe,12.95789,77.53385
21674,Attiguppe,12.95786,77.53431
23208,Attiguppe,12.95785,77.53437
35427,Attiguppe,12.95809,77.53395
39679,Attiguppe Metro Station,12.96245,77.53377
29587,Attivatta,13.08812,77.85348
31854,Attivatta Gate,13.09743,77.85521
35663,Attivatta Gate,13.09724,77.85527
23211,Atturu,13.10653,77.56578
23212,Atturu,13.09855,77.85864
23213,Atturu,13.09877,77.85841
23214,Atturu,13.10649,77.56577
21675,Atturu Layout,13.09774,77.56766
21676,Atturu Layout,13.09792,77.56753
38903,Atturu Layout,13.09789,77.56703
38904,Atturu Layout,13.09791,77.56706
29590,Atturu Layout Vegetable Market,13.10078,77.56685
35662,Atturu Layout Vegetable Market,13.10081,77.56689
21677,Austin Town,12.96157,77.61345
23672,Austin Town,12.96152,77.61459
29591,Austin Town Neelasandra,12.9616,77.61254
28061,Auto Gas/Royal School,12.90133,77.58585
23216,Avadadenahalli Gate,12.74649,77.7078
23840,Avadadenahalli Gate,12.74668,77.70779
21679,Avalahalli,12.87283,77.56661
21682,Avalahalli,12.8728,77.56655
23217,Avalahalli,13.13522,77.56915
23220,Avalahalli,13.13538,77.56924
21684,Avalahalli BDA Layout,12.87222,77.56118
29592,Avalahalli BDA Layout,12.87386,77.56153
35661,Avalahalli BDA Layout,12.87383,77.56154
21685,Avalahalli BDA Park Girinagara,12.94328,77.54311
21686,Avalahalli BDA Park Girinagara,12.94332,77.54271
29593,Avalahalli Electronic City,12.86966,77.71175
35660,Avalahalli Electronic City,12.86957,77.71163
21680,Avalahalli Hosakote,13.0355,77.73575
23219,Avalahalli Hosakote,13.03605,77.7358
23221,Avalahalli Hosakote,13.03591,77.73531
29594,Avalahalli New BDA Layout,12.9434,77.53675
35659,Avalahalli New BDA Layout,12.94341,77.53685
39401,Avalakuppe,13.00108,77.33102
39402,Avalakuppe,13.00115,77.33101
29596,Avalakuppe Cross,13.02376,77.34841
35657,Avalakuppe Cross,13.02384,77.34843
29598,Avaragere,12.81999,77.38085
35655,Avaragere,12.82,77.3808
29599,Avaragere Cross,12.80957,77.37782
35654,Avaragere Cross,12.80962,77.37784
35653,Avarehalli,12.89926,77.33696
