route_id,route_short_name,route_long_name,route_type
D12G-CKH-DDB,D12G-CKH-DDB,Depot-12 Gate ⇔ Dodda Basti,3
D12G-DBT,D12G-DBT,Depot-12 Gate ⇔ Dodda Basti,3
378 D12G-ELC,378 D12G-ELC,Depot-12 Gate ⇔ Electronic City 378,3
D12G-GEM,D12G-GEM,Depot-12 Gate ⇔ Good Earth Malhar,3
224 D12-KRBL,224 D12-KRBL,Depot-12 Gate ⇔ Karabele,3
221-KM D12G-KGR-MGD,221-KM,Depot-12 Gate ⇔ Magadi,3
G-6 D12G-SBT,G-6 D12G-SBT,Depot-12 Gate ⇔ Shanthinagara Bus Station,3
D12-BSN,D12-BSN,Depot-12 Kengeri ⇔ Basavanagara Kengeri,3
D12-KGR,D12-KGR,Depot-12 Kengeri ⇔ Kengeri Bus Station,3
D12-RRMC,D12-RRMC,Depot-12 Kengeri ⇔ RR Medical College,3
D13-KMK,D13-KMK,Depot-13 Kathriguppe ⇔ Kamakya Talkies,3
D14G-AFG,D14G-AFG,Depot-14 Gate ⇔ Air force Gate Ashwathnagara,3
D14G-ALP,D14G-ALP,Depot-14 Gate ⇔ Alphine Apartment,3
D14G-AJM,D14G-AJM,Depot-14 Gate ⇔ Anjanamurthy,3
286-B D14G-CKH,286-B,Depot-14 Gate ⇔ Chokkanahalli,3
300 D14G-CWL,300 D14G-CWL,Depot-14 Gate ⇔ Chowdary Line,3
279-E D14G-RTNPS-BPS-HBL,279-E,Depot-14 Gate ⇔ Hebbala,3
284 D14G-RTNPS-KBS,284,Depot-14 Gate ⇔ Kempegowda Bus Station,3
501-C D14G-HBLB-KGR,501-C,Depot-14 Gate ⇔ Kengeri Bus Station,3
D14G-MRPG,D14G-MRPG,Depot-14 Gate ⇔ Marappa Garden,3
D14G-RPA,D14G-RPA,Depot-14 Gate ⇔ Renaissance prosperio apartment,3
107-C D14G-SBS,107-C,Depot-14 Gate ⇔ Shivajinagara Bus Station,3
D14-D14G,D14-D14G,Depot-14 RT Nagara ⇔ Depot-14 Gate,3
D14-RTN,D14-RTN,Depot-14 RT Nagara ⇔ RT Nagara Police Station,3
D14-RTN GGN,D14-RTN GGN,Depot-14 RT Nagara ⇔ RT Nagara Police Station,3
D15-KRM,D15-KRM,Depot-15 Koramangala ⇔ Koramangala Bus Station,3
D16-DPJN,D16-DPJN,Depot-16 Deepanajalinagara ⇔ Deepanjalinagara,3
D17-CLO,D17-CLO,Depot-17 Chandra Layout ⇔ Chandra Layout,3
D18-WFTTMC,D18-WFTTMC,Depot-18 White Field ⇔ White Field Bus Station (Vydehi Hospital),3
D19-ELC,D19-ELC,Depot-19 Electronic City ⇔ Electronic City,3
D19-ELCT,D19-ELCT,Depot-19 Electronic City ⇔ Electronic City,3
D20-BSK,D20-BSK,Depot-20 Banashankari ⇔ Banashankari Bus Station,3
D20-CSBS,D20-CSBS,Depot-20 Banashankari ⇔ Chikkallasandra,3
D20-D20G,D20-D20G,Depot-20 Banashankari ⇔ Depot-20 Gate,3
D20-KML,D20-KML,Depot-20 Banashankari ⇔ Kumaraswamy Layout,3
D21-BEML5,D21-BEML5,Depot-21 BEML Layout ⇔ BEML Layout 5th stage,3
D22G-JHC,D22G-JHC,Depot-22 Gate ⇔ Jalahalli Cross,3
252 D22G-KBS,252 D22G-KBS,Depot-22 Gate ⇔ Kempegowda Bus Station,3
D22-D22G,D22-D22G,Depot-22 Peenya ⇔ Depot-22 Gate,3
D22-PSS,D22-PSS,Depot-22 Peenya ⇔ Peenya 2nd stage,3
KLN-80FTRD,KLN-80FTRD,Depot-23 Kalyana Nagara ⇔ 80 feet Road Kalyananagara,3
D23-KLN,D23-KLN,Depot-23 Kalyana Nagara ⇔ Kalyananagara,3
304-VB D24G-CKT,304-VB,Depot-24 Gate ⇔ Chikka Thirupathi,3
317-DP D24G-DNP,317-DP,Depot-24 Gate ⇔ Dandupalya,3
305-V D24G-DVPC,305-V,Depot-24 Gate ⇔ Devalapura Circle,3
D24G-DNK,D24G-DNK,Depot-24 Gate ⇔ Dodda Nekkundi,3
317-EM D24G-EMTSG,317-EM,Depot-24 Gate ⇔ E Muthasandra Gate,3
304-Q D24G-GNLU,304-Q,Depot-24 Gate ⇔ Ganagaluru,3
D24G-HRBR1,D24G-HRBR1,Depot-24 Gate ⇔ HRBR 1st Stage,3
317 D24G-HSK,317 D24G-HSK,Depot-24 Gate ⇔ Hosakote Bus Stand (Old),3
306-MA D24G-JYM,306-MA,Depot-24 Gate ⇔ Jayamangala,3
D24G-KRPGH,D24G-KRPGH,Depot-24 Gate ⇔ KR Pura Govt Hospital,3
D24G-KRPGH1,D24G-KRPGH1,Depot-24 Gate ⇔ KR Pura Govt Hospital,3
319 D24G-KDG,319 D24G-KDG,Depot-24 Gate ⇔ Kadugodi Bus Station,3
319-C D24G-KDG,319-C,Depot-24 Gate ⇔ Kadugodi Bus Station,3
319 24G-KSH,319 24G-KSH,Depot-24 Gate ⇔ Khaji Sonnenahalli,3
310-E D24G-KNG,310-E,Depot-24 Gate ⇔ Kittaganuru,3
306-A D24G-LDMS,306-A,Depot-24 Gate ⇔ Lingadeera Mallsandra,3
311-J D24G-MDH,311-J,Depot-24 Gate ⇔ Medahalli,3
305-F D24G-NDVC,305-F,Depot-24 Gate ⇔ Naduvatti Colony,3
300-E D24G-SBS,300-E,Depot-24 Gate ⇔ Shivajinagara Bus Station,3
311 D24G-SBS,311 D24G-SBS,Depot-24 Gate ⇔ Shivajinagara Bus Station,3
317-TA D24G-TBH,317-TA,Depot-24 Gate ⇔ Tharabanahalli,3
D24G-TNFY,D24G-TNFY,Depot-24 Gate ⇔ Tin Factory,3
D24-D24G,D24-D24G,Depot-24 ITI Layout ⇔ Depot-24 Gate,3
D24-ITIG,D24-ITIG,Depot-24 ITI Layout ⇔ ITI Colony Gate,3
D24-KRPE,D24-KRPE,Depot-24 ITI Layout ⇔ KR Pura Extension,3
D24-KRPGH,D24-KRPGH,Depot-24 ITI Layout ⇔ KR Pura Govt Hospital,3
D24-KRPM,D24-KRPM,Depot-24 ITI Layout ⇔ KR Pura Market,3
D24-TNF,D24-TNF,Depot-24 ITI Layout ⇔ Tin Factory,3
D24-TNF1,D24-TNF1,Depot-24 ITI Layout ⇔ Tin Factory,3
D25G-HSRBDA,D25G-HSRBDA,Depot-25 Gate ⇔ BDA Complex HSR Layout,3
D25G-HSRKEB,D25G-HSRKEB,Depot-25 Gate ⇔ HSR Layout KEB,3
V-342F D25G-KBS,V-342F,Depot-25 Gate ⇔ Kempegowda Bus Station,3
V-342F D25G-SJP,V-342F,Depot-25 Gate ⇔ Sarjapura,3
D25-HSRBDA,D25-HSRBDA,Depot-25 HSR Layout ⇔ BDA Complex HSR Layout,3
D25-D25G,D25-D25G,Depot-25 HSR Layout ⇔ Depot-25 Gate (Central Silk Board),3
D26-YBS,D26-YBS,Depot-26 Yeshawanthapura ⇔ Yeshawanthapura Bus Station,3
365-P D27-ANK,365-P,Depot-27 Gate ⇔ Anekal,3
D27G-ANKL,D27G-ANKL,Depot-27 Gate ⇔ Anekal,3
398-H D27-ATB,398-H,Depot-27 Gate ⇔ Attibele Bus Stand,3
600-FC D27-JAPC,600-FC,Depot-27 Gate ⇔ Banashankari Bus Station,3
D27G-RKT-BMS,D27G-RKT-BMS,Depot-27 Gate ⇔ Bommasandra,3
G-4 D27G-BGRD,G-4,Depot-27 Gate ⇔ Brigade Road,3
398-H D27G-HSK,398-H,Depot-27 Gate ⇔ Hosakote Bus Stand (Old),3
399-F D27G-ANK-HSK,399-F,Depot-27 Gate ⇔ Hosakote Bus Stand (Old),3
398-B D27G-KGP,398-B,Depot-27 Gate ⇔ Kaggalipura,3
366-R D27G-VDP,366-R,Depot-27 Gate ⇔ Vaddarapalya,3
D27-D27G,D27-D27G,Depot-27 Jigani ⇔ Depot-27 Gate,3
D27-JAPC,D27-JAPC,Depot-27 Jigani ⇔ Jigani APC Circle,3
D28-HBLB,D28-HBLB,Depot-28 Hebbala ⇔ Hebbala Bridge,3
D29-KRPGH,D29-KRPGH,Depot-29 KR Puram ⇔ KR Pura Govt Hospital,3
D29-KRPM,D29-KRPM,Depot-29 KR Puram ⇔ KR Pura Market,3
D30-NES,D30-NES,Depot-30 Puttenahalli ⇔ NES Office,3
D30-PTN,D30-PTN,Depot-30 Puttenahalli ⇔ Puttenahalli,3
BC-7H D31G-8MYL,BC-7H,Depot-31 Gate ⇔ 8th Mile Dasarahalli,3
D31G-BMBS,D31G-BMBS,Depot-31 Gate ⇔ Bande Maramma Bus Station,3
241-N D31G-BDG,241-N,Depot-31 Gate ⇔ Brahma Devara Gudda,3
502-H D31G-KTS-DWN,502-H,Depot-31 Gate ⇔ Dwaraka Nagara,3
401-K D31G-GKVK,401-K,Depot-31 Gate ⇔ GKVK,3
D31G-JMN,D31G-JMN,Depot-31 Gate ⇔ Jai Maruthi Nagara,3
248 D31G-JHC,248 D31G-JHC,Depot-31 Gate ⇔ Jalahalli Cross,3
G-7 D31G-JPTS,G-7,Depot-31 Gate ⇔ Janapriya Township,3
242 D31G-KMT,242 D31G-KMT,Depot-31 Gate ⇔ KR Market (Kalasipalya),3
D31G-KML,D31G-KML,Depot-31 Gate ⇔ Kamalanagara BEML Layout,3
238-U D31G-KBS,238-U,Depot-31 Gate ⇔ Kempegowda Bus Station,3
242-B D31G-KBS,242-B,Depot-31 Gate ⇔ Kempegowda Bus Station,3
80-A D31G-KBS,80-A,Depot-31 Gate ⇔ Kempegowda Bus Station,3
242-K D31G-KPL,242-K,Depot-31 Gate ⇔ Kurubarapalya,3
243-L D31-LDH,243-L,Depot-31 Gate ⇔ Lingadeeranahalli,3
D31G-MGH,D31G-MGH,Depot-31 Gate ⇔ Manganahalli,3
240-BA D31G-MMN,240-BA,Depot-31 Gate ⇔ Maruthi Markandeyanagara,3
D31G-MCCVN,D31G-MCCVN,Depot-31 Gate ⇔ Mount Carmel College,3
238-W D31G-NRP,238-W,Depot-31 Gate ⇔ Narasapura (H D Devegowda Circle),3
374-N D31G-NMG,374-N,Depot-31 Gate ⇔ Nelamangala Bus Station,3
96-G D31G-SNB,96-G,Depot-31 Gate ⇔ Shankarnagh Bus Stand,3
238-UC D31G-VSL,238-UC,Depot-31 Gate ⇔ Sir M Vishweshwaraiah Layout 9th Blk Mallathahalli,3
242-B D31G-TVK,242-B,Depot-31 Gate ⇔ Tavarekere,3
242-Z D31G-TGH,242-Z,Depot-31 Gate ⇔ Thippagondanahalli,3
D31G-VSDLO,D31G-VSDLO,Depot-31 Gate ⇔ Vidhana Soudha Layout,3
D31-D31G,D31-D31G,Depot-31 Summanahalli ⇔ Depot-31 Gate,3
D32-SRN,D32-SRN,Depot-32 Suryacity ⇔ Surya Nagara,3
D33-PPLO,D33-PPLO,Depot-33 Poornapragna layout ⇔ Poornaprajna Layout,3
345-E D34G-BGR-ANK,345-E,Depot-34 Gate ⇔ Anekal,3
365-P D34-ANK,365-P,Depot-34 Gate ⇔ Anekal,3
D34G-ANP,D34G-ANP,Depot-34 Gate ⇔ Anjanapura,3
378-E D34-BSK,378-E,Depot-34 Gate ⇔ Banashankari Bus Station,3
365 D34G-BNP,365 D34G-BNP,Depot-34 Gate ⇔ Bannerughatta National Park,3
D34G-BGR,D34G-BGR,Depot-34 Gate ⇔ Beguru,3
215-S D34G-JBS-BCGS,215-S,Depot-34 Gate ⇔ Bishop Coton Girls High School,3
D34-AECS-BGR-BMH,D34-AECS-BGR-BMH,Depot-34 Gate ⇔ Bommanahalli,3
366-M D34G-BTRD,366-M,Depot-34 Gate ⇔ Byatarayana Doddy,3
D34G-CCDV,D34G-CCDV,Depot-34 Gate ⇔ Cafe Coffee Day (Vijaya Bank Layout),3
MF-22HC D34G-CSB,MF-22HC,Depot-34 Gate ⇔ Central Silk Board,3
D34-CKH,D34-CKH,Depot-34 Gate ⇔ Chikka Kammanahalli,3
D34G-DCH,D34G-DCH,Depot-34 Gate ⇔ Devarachikkanahalli,3
378 D34G-ELC,378 D34G-ELC,Depot-34 Gate ⇔ Electronic City 378,3
378-C D34G-ELC,378-C,Depot-34 Gate ⇔ Electronic City 378,3
366-N D34G-JSD-GDPK,366-N,Depot-34 Gate ⇔ Giddenahalli Prashanti Kuteera,3
213-K D34G-GAT,213-K,Depot-34 Gate ⇔ Gundanjaneya Swamy Temple Ravagodlu,3
378 D34G-ELC-HSS,378,Depot-34 Gate ⇔ Head Start School Kommasandra,3
369-A D34-HLM,369-A,Depot-34 Gate ⇔ Hulimavu,3
D34G-HLMV,D34G-HLMV,Depot-34 Gate ⇔ Hulimavu,3
215-C D34G-JNMS,215-C,Depot-34 Gate ⇔ Jayanagara Metro Station Arrival,3
D34G-JSD-JAPC,D34G-JSD-JAPC,Depot-34 Gate ⇔ Jigani APC Circle,3
365-H D34G-JDLF,365-H,Depot-34 Gate ⇔ Jigani DLF Cloub House,3
215 D34G-KKC-KMT,215,Depot-34 Gate ⇔ KR Market (Kalasipalya),3
215-C D34G-KMT,215-C,Depot-34 Gate ⇔ KR Market (Kalasipalya),3
366-N D34G-KMT,366-N,Depot-34 Gate ⇔ KR Market (Kalasipalya),3
D34G-EAST-KMT,D34G-EAST-KMT,Depot-34 Gate ⇔ KR Market (Kalasipalya),3
D34G- PTH-KBS,D34G-,Depot-34 Gate ⇔ Kempegowda Bus Station,3
378 D34G-KGR,378 D34G-KGR,Depot-34 Gate ⇔ Kengeri Bus Station,3
D34G-KCH,D34G-KCH,Depot-34 Gate ⇔ Kodichikkanahalli,3
370-B D34G-KRTD,370-B,Depot-34 Gate ⇔ KoratagereDoddy Bannerughatta,3
366-KA D34G-MRD,366-KA,Depot-34 Gate ⇔ Mutturayanaswamy Doddy,3
372-C D34G-NSB,372-C,Depot-34 Gate ⇔ Nisarga Badavane,3
366 D34-NSR,366 D34-NSR,Depot-34 Gate ⇔ Nosenuru,3
370-E D34G-RND,370-E,Depot-34 Gate ⇔ Ramanayakana Doddy,3
367 D34G-RSD,367 D34G-RSD,Depot-34 Gate ⇔ Ramasandra,3
D34G-SKL,D34G-SKL,Depot-34 Gate ⇔ Shanthiniketan Layout,3
D34-TGPM,D34-TGPM,Depot-34 Gate ⇔ Thalaghattapura Metro Station,3
D34G-YLH,D34G-YLH,Depot-34 Gate ⇔ Yelenahalli,3
D34-D34G,D34-D34G,Depot-34 Kottanur ⇔ Depot-34 Gate,3
D34-JSD,D34-JSD,Depot-34 Kottanur ⇔ Jambu Savari Dinne,3
242-Y D35G-AMP,242-Y,Depot-35 Gate ⇔ Aralimaradapalya,3
242-CN D35G-ABDVN,242-CN,Depot-35 Gate ⇔ Ashraya Badavane,3
410-K BSK-D35G,410-K,Depot-35 Gate ⇔ Banashankari Bus Station,3
240-E D35G-BKH,240-E,Depot-35 Gate ⇔ Bylakonenahalli,3
242-RA D35G-CMP,242-RA,Depot-35 Gate ⇔ Channa Marayyanapalya,3
242-JA D35G-GNK,242-JA,Depot-35 Gate ⇔ Ganakal,3
243-F D35G-GKH,243-F,Depot-35 Gate ⇔ Gidadakonenahalli,3
501-BH D35G-HBL,501-BH,Depot-35 Gate ⇔ Hebbala Bridge,3
D35G-JPT,D35G-JPT,Depot-35 Gate ⇔ Janapriya Township,3
242 D35G-KMT,242 D35G-KMT,Depot-35 Gate ⇔ KR Market (Kalasipalya),3
240-C D35G-KCH,240-C,Depot-35 Gate ⇔ Kachohalli,3
245-C D35G-KDBG,245-C,Depot-35 Gate ⇔ Kadabagere,3
242-TB D35G-KVH,242-TB,Depot-35 Gate ⇔ Kanuvanahalli,3
241-B D35G-KCP,241-B,Depot-35 Gate ⇔ Kenchanapura,3
374-M D35G-TVK-KGR,374-M,Depot-35 Gate ⇔ Kengeri Bus Station,3
D35G-KTH,D35G-KTH,Depot-35 Gate ⇔ Kittanahalli,3
241-E D35G-LKMB,241-E,Depot-35 Gate ⇔ Lakshmaiah Badavane,3
D35G-LDH,D35G-LDH,Depot-35 Gate ⇔ Lingadeeranahalli,3
240-A D35G-MCH,240-A,Depot-35 Gate ⇔ Machohalli,3
241-G MRBS-D35G,241-G,Depot-35 Gate ⇔ Mysore Road Bus Station,3
374-N D35G-TVK-NML,374-N,Depot-35 Gate ⇔ Nelamangala Bus Station,3
248-V D35G-STH,248-V,Depot-35 Gate ⇔ Shettyhalli,3
G-7 D35G-KBS-SBS,G-7,Depot-35 Gate ⇔ Shivajinagara Bus Station,3
242 D35G-TVK,242 D35G-TVK,Depot-35 Gate ⇔ Tavarekere,3
D35G-YKH,D35G-YKH,Depot-35 Gate ⇔ Yale Kodigehalli,3
D35-D35G,D35-D35G,Depot-35 Kannalli ⇔ Depot-35 Gate,3
D36-D36G,D36-D36G,Depot-36 Bidadi ⇔ Depot-36 Gate,3
D36G-KNGP,D36G-KNGP,Depot-36 Bidadi ⇔ Kenchanakuppe,3
231-A D36G-AVG,231-A,Depot-36 Gate ⇔ Avaragere,3
D36G-GFGC,D36G-GFGC,Depot-36 Gate ⇔ Govt First Grade College Bidadi,3
231-J D36G-GDH,231-J,Depot-36 Gate ⇔ Guddadahalli Dinne,3
D36G-KGH,D36G-KGH,Depot-36 Gate ⇔ Kolliganahalli,3
D36G-PRSP,D36G-PRSP,Depot-36 Gate ⇔ Parasanapalya,3
D37-KGR,D37-KGR,Depot-37 Kengeri ⇔ Kengeri Bus Station,3
D38-D38G,D38-D38G,Depot-38 Chikkanagamangala ⇔ Depot-38 Gate,3
359-A D38G-ABS,359-A,Depot-38 Gate ⇔ Ali Bommasandra,3
356-Z D38-ANK,356-Z,Depot-38 Gate ⇔ Anekal,3
356-Z D38G-ANKL,356-Z,Depot-38 Gate ⇔ Anekal,3
D38G-HLG-ANK,D38G-HLG-ANK,Depot-38 Gate ⇔ Anekal,3
360 D38G-ATB,360 D38G-ATB,Depot-38 Gate ⇔ Attibele Bus Stand,3
D38G-HLG-ATB,D38G-HLG-ATB,Depot-38 Gate ⇔ Attibele Bus Stand,3
500-DC D38G-BELF,500-DC,Depot-38 Gate ⇔ BEL Factory,3
600-F D38G-BSK,600-F,Depot-38 Gate ⇔ Banashankari Bus Station,3
355 D38-BMSV,355 D38-BMSV,Depot-38 Gate ⇔ Bommasandra Village,3
361-B D38G-CHD,361-B,Depot-38 Gate ⇔ Chikka Hagade,3
D38G-CKTM,D38G-CKTM,Depot-38 Gate ⇔ Chikka Thimmasandra,3
D38G-DNMTB,D38G-DNMTB,Depot-38 Gate ⇔ Dodda Nagamangala Tirumala Bekary,3
346-N D38G-DTR,346-N,Depot-38 Gate ⇔ Dodda Thoguru,3
D38G-HDS,D38G-HDS,Depot-38 Gate ⇔ Hadosiddapura,3
349-A D38G-HND,349-A,Depot-38 Gate ⇔ Handenahalli Attibele,3
D38G-HRL,D38G-HRL,Depot-38 Gate ⇔ Haraluru,3
347-L D38G-ELC-HSP,347-L,Depot-38 Gate ⇔ Hosapalya Kudlu Gate,3
354-C D38G-JBR,354-C,Depot-38 Gate ⇔ Jai Bheem nagara (Ado Sonnahatti),3
BC-3A D38G-JAPC,BC-3A,Depot-38 Gate ⇔ Jigani APC Circle,3
356-ZA D38G-KDMS,356-ZA,Depot-38 Gate ⇔ Kempu Dommasandra,3
378 D38G-KGR,378 D38G-KGR,Depot-38 Gate ⇔ Kengeri Bus Station,3
NICE-10E D38-MDV,NICE-10E,Depot-38 Gate ⇔ Madavara,3
NICE-8C D38G-MDV,NICE-8C,Depot-38 Gate ⇔ Madavara,3
352-E D38G-MSMB,352-E,Depot-38 Gate ⇔ Mahadeshwara Badavane,3
360-D D38G-MNH,360-D,Depot-38 Gate ⇔ Manchanahalli,3
354-C D38G-MSR,354-C,Depot-38 Gate ⇔ Marsuru,3
350-E D38G-NJP,350-E,Depot-38 Gate ⇔ Nanjapura,3
D38-PESCE,D38-PESCE,Depot-38 Gate ⇔ PES College Hostel Kasavanahalli,3
D38G-ELC-PESK,D38G-ELC-PESK,Depot-38 Gate ⇔ PES College Hostel Kasavanahalli,3
360-S D38G-ANK-RMH,360-S,Depot-38 Gate ⇔ Rachammanahalli,3
360-S D38G-SMDR,360-S,Depot-38 Gate ⇔ Samanduru,3
350-A D38G-SMA,350-A,Depot-38 Gate ⇔ Smondo 3 Apartment,3
355-A D38G-SRP,355-A,Depot-38 Gate ⇔ Sriramapura Bommasandra Road,3
347-M D38G-SBN,347-M,Depot-38 Gate ⇔ Subhashnagara Hosa Road,3
356-A D38G-TTNH,356-A,Depot-38 Gate ⇔ Thattanahalli,3
D39-HSK,D39-HSK,Depot-39 Hoskote ⇔ Hosakote Bus Stand (Old),3
D39G-HSK,D39G-HSK,Depot-39 Hoskote ⇔ Hosakote Bus Stand (Old),3
D39-HSKTTMC,D39-HSKTTMC,Depot-39 Hoskote ⇔ Hosakote Bus Station (TTMC),3
D40-DSP,D40-DSP,Depot-40 Dasanapura ⇔ Dasanapura,3
D40-D40G,D40-D40G,Depot-40 Dasanapura ⇔ Depot-40 Gate,3
328-H D41G-ANK,328-H,Depot-41 Gate ⇔ Anekal,3
304-X D41G-ARH,304-X,Depot-41 Gate ⇔ Arehalli,3
328-H D41G-ATB,328-H,Depot-41 Gate ⇔ Attibele Bus Stand,3
332 D41G-BLG,332 D41G-BLG,Depot-41 Gate ⇔ Balagere,3
306-F D41G-BRH,306-F,Depot-41 Gate ⇔ Banarahalli,3
329-E D41G-BLK,329-E,Depot-41 Gate ⇔ Bellikere,3
327-E D41G-BGH,327-E,Depot-41 Gate ⇔ Bhoganahalli,3
500-CF D41G-SJP-CKT,500-CF,Depot-41 Gate ⇔ Chikka Thirupathi,3
D41G-CKTP,D41G-CKTP,Depot-41 Gate ⇔ Chikka Thirupathi,3
319-J D41G-DNR,319-J,Depot-41 Gate ⇔ Dinnur,3
333-K D41G-AKN,333-K,Depot-41 Gate ⇔ Dr Ambedkar Nagara,3
D41G-HGR,D41G-HGR,Depot-41 Gate ⇔ Hagaduru,3
328-G D41G-GJR-HLH,328-G,Depot-41 Gate ⇔ Halasahalli,3
328-HB D41G-HLS,328-HB,Depot-41 Gate ⇔ Halasuru,3
325 D41G-HRHL,325,Depot-41 Gate ⇔ Harohalli,3
328-H D41G-HSS,328-H,Depot-41 Gate ⇔ Head Start School Kommasandra,3
506-A D41G-HBL,506-A,Depot-41 Gate ⇔ Hebbala Bridge,3
505 D41G-HSRD,505,Depot-41 Gate ⇔ Hosa Road,3
328-H D41G-HSK,328-H,Depot-41 Gate ⇔ Hosakote Bus Stand (Old),3
323 D41G-HAL-KMT,323,Depot-41 Gate ⇔ KR Market,3
328-H D41G-KDG,328-H,Depot-41 Gate ⇔ Kadugodi Bus Station,3
D41G-KMP,D41G-KMP,Depot-41 Gate ⇔ Kempapura,3
329-C D41G-KTR,329-C,Depot-41 Gate ⇔ Kotur,3
323-B D41G-KGR,323-B,Depot-41 Gate ⇔ Kuguru,3
329 D41G-MPH,329 D41G-MPH,Depot-41 Gate ⇔ Madappanahalli,3
328-HE D41G-MDR,328-HE,Depot-41 Gate ⇔ Mandur,3
306-L D41G-MSD,306-L,Depot-41 Gate ⇔ Marasandra,3
333-H D41G-MKO,333-H,Depot-41 Gate ⇔ Munnekolalu,3
329 D41G-MTS,329 D41G-MTS,Depot-41 Gate ⇔ Muthsandra,3
324 NGH-D41G,324 NGH-D41G,Depot-41 Gate ⇔ Nagondanahalli,3
323-F D41G-NRG,323-F,Depot-41 Gate ⇔ Nerige,3
327-B D41G-PND,327-B,Depot-41 Gate ⇔ Panathuru Dinne,3
323-G D41G-RMN,323-G,Depot-41 Gate ⇔ Ramanayakanahalli,3
333-N D41G-SRP,333-N,Depot-41 Gate ⇔ Seetharampalya,3
328-E D41G-VLP,328-E,Depot-41 Gate ⇔ Valepura,3
D41-D41G,D41-D41G,Depot-41 Gunjuru ⇔ Depot-41 Gate,3
D41-GNJR,D41-GNJR,Depot-41 Gunjuru ⇔ Gunjuru,3
D42G-ATB,D42G-ATB,Depot-42 Gate Departure ⇔ Attibele Bus Stand,3
342-H D42-BLH,342-H,Depot-42 Gate Departure ⇔ Belenus Hospital Near Carmelram Gate,3
342-G D42G-BHH,342-G,Depot-42 Gate Departure ⇔ Bikkana Hosahalli,3
D42-CRG,D42-CRG,Depot-42 Gate Departure ⇔ Carmelram Gate,3
D42G-HSS,D42G-HSS,Depot-42 Gate Departure ⇔ Head Start School Kommasandra,3
328-H D42G-HSK,328-H,Depot-42 Gate Departure ⇔ Hosakote Bus Stand (Old),3
D42G-JRB,D42G-JRB,Depot-42 Gate Departure ⇔ Junnasandra Rayal Bakery,3
342-A D42G-KMT,342-A,Depot-42 Gate Departure ⇔ KR Market (Kalasipalya),3
342-Q KMT-D42G,342-Q,Depot-42 Gate Departure ⇔ KR Market (Kalasipalya),3
342-B D42G-MTN,342-B,Depot-42 Gate Departure ⇔ Muttanalluru,3
D42G-NPTS,D42G-NPTS,Depot-42 Gate Departure ⇔ Nature Apartment Dommasandra,3
D42G-PESK,D42G-PESK,Depot-42 Gate Departure ⇔ PES College Hostel Kasavanahalli,3
D42G-RDM,D42G-RDM,Depot-42 Gate Departure ⇔ Ramadev Medical Hado siddapur,3
342 D42G-SJP,342 D42G-SJP,Depot-42 Gate Departure ⇔ Sarjapura,3
342-H D42G-SJBHS,342-H,Depot-42 Gate Departure ⇔ St Joseph Boys High School Musuem Road,3
342-J D42G-VGK,342-J,Depot-42 Gate Departure ⇔ Valagere Kallahalli,3
342 D42G-CPWD-VSD,342,Depot-42 Gate Departure ⇔ Vidhana Soudha Karnataka High Court,3
D42-D42G,D42-D42G,Depot-42 Kodathi ⇔ Depot-42 Gate Departure,3
D43G-ASK,D43G-ASK,Depot-43 Gate ⇔ Arishinakunte,3
410-FD D43G-BSK,410-FD,Depot-43 Gate ⇔ Banashankari Bus Station,3
258-DN D43G-DSPT,258-DN,Depot-43 Gate ⇔ Dabaspete,3
256-B D43G-GJH,256-B,Depot-43 Gate ⇔ Gejjigadahalli,3
245 KMT-D43G,245 KMT-D43G,Depot-43 Gate ⇔ KR Market (Kalasipalya),3
245-H D43G-KMT,245-H,Depot-43 Gate ⇔ KR Market (Kalasipalya),3
263-C D43G-KDH,263-C,Depot-43 Gate ⇔ Kadirenahalli,3
258-P D43G-KGN,258-P,Depot-43 Gate ⇔ Kanegowdanahalli,3
256-B D43G-GJH-KBS,256-B,Depot-43 Gate ⇔ Kempegowda Bus Station,3
242 D43G-SDKC-MTK,242,Depot-43 Gate ⇔ Mantanakurchi,3
258-E D43G-MYLH,258-E,Depot-43 Gate ⇔ Mylanahalli,3
258 D43G-VNC-NMG,258,Depot-43 Gate ⇔ Nelamangala Bus Station,3
258 D43G-NMGRS,258,Depot-43 Gate ⇔ Nelamangala Railway Station,3
257-C D43G-RVH,257-C,Depot-43 Gate ⇔ Ravuthanahalli,3
258-N SBS-D43G,258-N,Depot-43 Gate ⇔ Shivajinagara Bus Station,3
258-F D43G-SVP,258-F,Depot-43 Gate ⇔ Shivanapura,3
D43-SVP,D43-SVP,Depot-43 Gate ⇔ Shivanapura,3
256-MA D43G-TRHH,256-MA,Depot-43 Gate ⇔ Thore Hosapalya,3
258-M D43G-TMG,258-M,Depot-43 Gate ⇔ Thyamagondlu,3
401-A D43G-YHKOT,401-A,Depot-43 Gate ⇔ Yelahanka Old Town,3
D43-ADR,D43-ADR,Depot-43 Shivanapura ⇔ Adarshanagara,3
D43-ASK,D43-ASK,Depot-43 Shivanapura ⇔ Arishinakunte,3
D43-D43G,D43-D43G,Depot-43 Shivanapura ⇔ Depot-43 Gate,3
D43-VNC,D43-VNC,Depot-43 Shivanapura ⇔ Vinayaka Nagara Cross,3
D44-ANP10BLK,D44-ANP10BLK,Depot-44 Anjanapura ⇔ Anjanapura 10 Block,3
