route_id,route_short_name,route_long_name,route_type
MF-4B,MF-4B,Kadugodi Bus Station ⇔ Bellikere,3
500-QK,500-QK,Kadugodi Bus Station ⇔ Chowdeshwarinagara JP Park,3
SBS-1K KDG-D6G,SBS-1K,Kadugodi Bus Station ⇔ Depot-06 Gate,3
V-500DF KDG-HBLB,V-500DF,Kadugodi Bus Station ⇔ Hebbala Bridge,3
328-H KDG-HSK,328-H,Kadugodi Bus Station ⇔ Hosakote Bus Stand (Old),3
MF-3A,MF-3A,Kadugodi Bus Station ⇔ Kadugodi Bus Station Arrival,3
MF-4A,MF-4A,Kadugodi Bus Station ⇔ Kadugodi Bus Station Arrival,3
335-G,335-G,Kadugodi Bus Station ⇔ Kamalanagara BEML Layout,3
KIA-6,KIA-6,Kadugodi Bus Station ⇔ Kempegowda International Airport,3
KIA-6A,KIA-6A,Kadugodi Bus Station ⇔ Kempegowda International Airport,3
335-E KDG-KVDRDO,335-E,Kadugodi Bus Station ⇔ Kendriya Vidyalaya DRDO Quarters,3
335-M,335-M,Kadugodi Bus Station ⇔ Mahalakshmi Layout,3
399 KDG-MVM,399 KDG-MVM,Kadugodi Bus Station ⇔ Mahathma Vidhyalaya Muttanalluru,3
MF-1K,MF-1K,Kadugodi Metro Station ⇔ Kannamangala,3
MF-1KA,MF-1KA,Kadugodi Metro Station ⇔ Khaji Sonnenahalli,3
211 KGP-D44G,211 KGP-D44G,Kaggalipura ⇔ Anjanapura 10 Block,3
285-CB KKH-KBS,285-CB,Kakkehalli ⇔ Kempegowda Bus Station,3
285-E KBS-KKLV,285-E,Kakolu Village ⇔ Kempegowda Bus Station,3
266-C KKL-KBS,266-C,Kakolu ⇔ Kempegowda Bus Station,3
500-A MRH-JKLO,500-A,Kalamandira  Marathahalli Bridge ⇔ Jakkur Layout,3
304-VK,304-VK,Kalkere ⇔ Chikka Thirupathi,3
KLK-NGWJN,KLK-NGWJN,Kalkere ⇔ Nagawara Junction,3
253-F KBS-KLD,253-F,Kallodu ⇔ Kempegowda Bus Station,3
KLN-HBR,KLN-HBR,Kalyananagara Bus Stand ⇔ 5th Block HBR Layout,3
KLNB-HBRL,KLNB-HBRL,Kalyananagara Bus Stand ⇔ 5th Block HBR Layout,3
KLN-AJB,KLN-AJB,Kalyananagara Bus Stand ⇔ Amarajyothi Badavane,3
KLN-DAMC,KLN-DAMC,Kalyananagara Bus Stand ⇔ Ambedkar Medical College Shampura,3
KLNB-BNWD-SMVT-BEML,KLNB-BNWD-SMVT-BEML,Kalyananagara Bus Stand ⇔ BEML Factory,3
412 KLN-BSK,412 KLN-BSK,Kalyananagara Bus Stand ⇔ Banashankari Bus Station,3
KLN-BCC,KLN-BCC,Kalyananagara Bus Stand ⇔ Bhartiya City Chokkanahalli,3
BC-9 KLNB-BTRNP,BC-9,Kalyananagara Bus Stand ⇔ Byatarayanapura,3
412 KLN-BRAB DMLR,412,Kalyananagara Bus Stand ⇔ Dr BR Ambedkar Bus Terminal (Domlur),3
KLN-GNP,KLN-GNP,Kalyananagara Bus Stand ⇔ Govindapura,3
KLN-HRBR1,KLN-HRBR1,Kalyananagara Bus Stand ⇔ HRBR 1st Stage,3
302-G KLN-HMA,302-G,Kalyananagara Bus Stand ⇔ Horamavu Agara,3
302-K KLN-KCNS,302-K,Kalyananagara Bus Stand ⇔ K Channasandra,3
507 D23G-KPRGH,507,Kalyananagara Bus Stand ⇔ KR Pura Govt Hospital,3
MF-7 KLN-KNG,MF-7 KLN-KNG,Kalyananagara Bus Stand ⇔ Kanakagiri Horamavu,3
293 KLN-LHIC,293 KLN-LHIC,Kalyananagara Bus Stand ⇔ Lingarajapura Indira Canteen,3
KLN-UTM,KLN-UTM,Kalyananagara Bus Stand ⇔ Maruthi School,3
KLN-NTKH,KLN-NTKH,Kalyananagara Bus Stand ⇔ Narendra Tent Nagawara,3
302 KLN-OBH,302 KLN-OBH,Kalyananagara Bus Stand ⇔ Old Baiyappanahalli,3
293 KLN-LGP-SBS,293,Kalyananagara Bus Stand ⇔ Shivajinagara Bus Station,3
293 KLN-SPHS,293 KLN-SPHS,Kalyananagara Bus Stand ⇔ Sophiya School,3
290-E KLN-YLKOT,290-E,Kalyananagara Bus Stand ⇔ Yelahanka Old Town,3
303-G KLN-OST,303-G,Kalyananagara ⇔ Om Shakthi Temple,3
KLN-SBH,KLN-SBH,Kalyananagara ⇔ Shilpa Bakery Horamavu Road,3
KLN-TCL,KLN-TCL,Kalyananagara ⇔ Telecom Layout Ashwath Nagara,3
45-G KMK-KBS-BEMLF,45-G,Kamakya Talkies ⇔ BEML Factory,3
V-500A D13G-BSK-HBL,V-500A,Kamakya Talkies ⇔ Hebbala Bridge,3
V-45G D13G-KBS,V-45G,Kamakya Talkies ⇔ Kempegowda Bus Station,3
KIA-5 D13G-KIA,KIA-5,Kamakya Talkies ⇔ Kempegowda International Airport,3
V-BMT13-BSK-RMM,V-BMT13-BSK-RMM,Kamakya Talkies ⇔ Royal Meenakshi Mall BG Road,3
96-E BEMLK-VSD-KBS,96-E,Kamalanagara BEML Layout ⇔ Kempegowda Bus Station,3
96-B BEMLK-YTTMC,96-B,Kamalanagara BEML Layout ⇔ Yeshawanthapura Bus Station,3
308 KMS-KMT,308 KMS-KMT,Kammasandra ⇔ KR Market,3
308 KMS-KBS,308 KMS-KBS,Kammasandra ⇔ Kempegowda Bus Station,3
MF-7,MF-7,Kanakagiri Horamavu ⇔ Bayyappanahalli Metro Station  Back Gate,3
285-RB KBS-KNW,285-RB,Kanasawadi ⇔ Kempegowda Bus Station,3
290-R KNR-THS-SBS,290-R,Kannuru ⇔ Shivajinagara Bus Station,3
226-N KRBL-BDD,226-N,Karabele ⇔ Bidadi,3
401-M KRB-YTTMC,401-M,Karabele ⇔ Yeshawanthapura Bus Station,3
212-B KMT-KRH,212-B,Karenahalli ⇔ KR Market (Kalasipalya),3
311 KHCQ-SBS,311 KHCQ-SBS,Karnataka High Court Staff Quarters ⇔ Shivajinagara Bus Station,3
254-A KGT-KBS,254-A,Kasaghattapura ⇔ Kempegowda Bus Station,3
KBR-BELF,KBR-BELF,Kaval Byrasandra ⇔ BEL Factory,3
180-A,180-A,Kaval Byrasandra ⇔ Mysore Road Bus Station,3
K-2A,K-2A,Kaval Byrasandra ⇔ Mysore Road Bus Station,3
55-B KPA-CLO,55-B KPA-CLO,Kempapura Agarahara ⇔ Chandra Layout,3
KMP-KDG,KMP-KDG,Kempapura ⇔ Kadugodi Bus Station,3
244-H,244-H,Kempegowda Bus Station ⇔ 2nd Stage 11th Block Nagarabhavi,3
80-E,80-E,Kempegowda Bus Station ⇔ 2nd Stage Kanteeravanagara,3
271-B,271-B,Kempegowda Bus Station ⇔ 2nd stage Kuvempunagara,3
296,296,Kempegowda Bus Station ⇔ 5th Block HBR Layout,3
296-B,296-B,Kempegowda Bus Station ⇔ 5th Block HBR Layout,3
276-F KBS-YSTF,276-F,Kempegowda Bus Station ⇔ 5th Phase Yelahanka New Town,3
402-B,402-B,Kempegowda Bus Station ⇔ 5th Phase Yelahanka New Town,3
402-D,402-D,Kempegowda Bus Station ⇔ 5th Phase Yelahanka New Town,3
402-D KBS-VSD-YSTF,402-D,Kempegowda Bus Station ⇔ 5th Phase Yelahanka New Town,3
18,18,Kempegowda Bus Station ⇔ 9th Block Jayanagara (40th Cross),3
300-H KBS-ADMC,300-H,Kempegowda Bus Station ⇔ ADMC Quarters Office,3
234-F KBS-AGSLO,234-F,Kempegowda Bus Station ⇔ AGS Layout,3
45-D,45-D,Kempegowda Bus Station ⇔ AGS Layout Arehalli,3
285 KBS-ARMYPR,285,Kempegowda Bus Station ⇔ ARMY PUBLIC SCHOOL (Parachute Regiment),3
271-A,271-A,Kempegowda Bus Station ⇔ Abbigere,3
271-A KBS-VSD-ABG,271-A,Kempegowda Bus Station ⇔ Abbigere,3
273-B,273-B,Kempegowda Bus Station ⇔ Abbigere,3
V-KBS-AIT,V-KBS-AIT,Kempegowda Bus Station ⇔ Acharya Institute of Technology,3
212-D,212-D,Kempegowda Bus Station ⇔ Agara,3
291-JA KBS-ALO,291-JA,Kempegowda Bus Station ⇔ Agrahara Layout,3
359-A,359-A,Kempegowda Bus Station ⇔ Ali Bommasandra,3
255-AC KBS-ALRBDA,255-AC,Kempegowda Bus Station ⇔ Aluru BDA 1st Stage,3
255-AE,255-AE,Kempegowda Bus Station ⇔ Aluru BDA 2nd Stage,3
257-E,257-E,Kempegowda Bus Station ⇔ Alurupalya,3
415-H,415-H,Kempegowda Bus Station ⇔ Amarajyothi Badavane,3
415-H KBS-VSD-AJB,415-H,Kempegowda Bus Station ⇔ Amarajyothi Badavane,3
415-H KBS-VSD-MNP-AJB,415-H,Kempegowda Bus Station ⇔ Amarajyothi Badavane,3
295-B,295-B,Kempegowda Bus Station ⇔ Anagalipura,3
356-M,356-M,Kempegowda Bus Station ⇔ Anekal,3
356-M KBS-ELCFLY-ANK,356-M,Kempegowda Bus Station ⇔ Anekal,3
356-M KBS-SNBS-ANK,356-M,Kempegowda Bus Station ⇔ Anekal,3
365-P,365-P,Kempegowda Bus Station ⇔ Anekal,3
EXP-356KA,EXP-356KA,Kempegowda Bus Station ⇔ Anekal,3
V-356M,V-356M,Kempegowda Bus Station ⇔ Anekal,3
V-356M FLY,V-356M FLY,Kempegowda Bus Station ⇔ Anekal,3
215-N,215-N,Kempegowda Bus Station ⇔ Anjanapura,3
215-ND,215-ND,Kempegowda Bus Station ⇔ Anjanapura,3
215-H KBS-ANJ10,215-H,Kempegowda Bus Station ⇔ Anjanapura 10th  Block,3
215 KBS-D44G,215 KBS-D44G,Kempegowda Bus Station ⇔ Anjanapura 10th Block,3
215-NC,215-NC,Kempegowda Bus Station ⇔ Anjanapura 10th Block,3
246,246,Kempegowda Bus Station ⇔ Annapoorneshwarinagara,3
252-RA,252-RA,Kempegowda Bus Station ⇔ Annapoorneshwarinagara,3
25-BA,25-BA,Kempegowda Bus Station ⇔ Anugraha Badavane (Bilekahalli),3
242-Y KBS-AMP,242-Y,Kempegowda Bus Station ⇔ Aralimaradapalya,3
289-CB,289-CB,Kempegowda Bus Station ⇔ Are Bannimangala,3
304-H,304-H,Kempegowda Bus Station ⇔ Arehalli,3
304-X,304-X,Kempegowda Bus Station ⇔ Arehalli,3
241-CN,241-CN,Kempegowda Bus Station ⇔ Ashraya Badavane,3
360-K,360-K,Kempegowda Bus Station ⇔ Attibele Bus Stand,3
EXP-KBS3A,EXP-KBS3A,Kempegowda Bus Station ⇔ Attibele Bus Stand,3
KBS-3A,KBS-3A,Kempegowda Bus Station ⇔ Attibele Bus Stand,3
KBS-3F,KBS-3F,Kempegowda Bus Station ⇔ Attibele Bus Stand,3
V-360B,V-360B,Kempegowda Bus Station ⇔ Attibele Bus Stand,3
V-360B Flyover,V-360B,Kempegowda Bus Station ⇔ Attibele Bus Stand,3
402-C,402-C,Kempegowda Bus Station ⇔ Atturu,3
36-A,36-A,Kempegowda Bus Station ⇔ Avalahalli BDA Park Girinagara,3
36-G,36-G,Kempegowda Bus Station ⇔ Avalahalli New BDA Layout,3
245-K,245-K,Kempegowda Bus Station ⇔ Averahalli,3
211-L,211-L,Kempegowda Bus Station ⇔ BCMC Layout Raghuvanahalli,3
215-BA KBS-BCMC,215-BA,Kempegowda Bus Station ⇔ BCMC Layout Raghuvanahalli,3
222 KBS-KMTFLY-KBDA,222,Kempegowda Bus Station ⇔ BDA Flats Kommaghatta,3
271 KBS-BELF,271 KBS-BELF,Kempegowda Bus Station ⇔ BEL Factory,3
276 KBS-BELF,276 KBS-BELF,Kempegowda Bus Station ⇔ BEL Factory,3
255-B,255-B,Kempegowda Bus Station ⇔ BEL Layout Dasanapura,3
210-WA KBS-BEML5,210-WA,Kempegowda Bus Station ⇔ BEML Layout 5th stage,3
225-C,225-C,Kempegowda Bus Station ⇔ BEML Layout 5th stage,3
225-CA,225-CA,Kempegowda Bus Station ⇔ BEML Layout 5th stage,3
225-J,225-J,Kempegowda Bus Station ⇔ BEML Layout 5th stage,3
36-A KBS-KMT-BEML5,36-A,Kempegowda Bus Station ⇔ BEML Layout 5th stage,3
225-D,225-D,Kempegowda Bus Station ⇔ BEML Layout Mylasandra 7th Stage,3
225-CF,225-CF,Kempegowda Bus Station ⇔ BGS Health City,3
225-K KBS-BHELLO,225-K,Kempegowda Bus Station ⇔ BHEL Layout Maramma Temple,3
225-CB,225-CB,Kempegowda Bus Station ⇔ BHEL Layout Water Tank,3
285-M KBS-BMSIT,285-M,Kempegowda Bus Station ⇔ BMSIT College Campous Yelahanka,3
291-LA,291-LA,Kempegowda Bus Station ⇔ BSF Yelahanka,3
364-C,364-C,Kempegowda Bus Station ⇔ BTM Layout 4th Stage Stadium,3
302-A,302-A,Kempegowda Bus Station ⇔ Babusabpalya 302,3
302-F,302-F,Kempegowda Bus Station ⇔ Babusabpalya 302,3
297-C,297-C,Kempegowda Bus Station ⇔ Bachahalli Government School,3
KBS-5H KBS-BSD,KBS-5H,Kempegowda Bus Station ⇔ Badesab Doddi RV PU College,3
289-S,289-S,Kempegowda Bus Station ⇔ Bagalur,3
293-S,293-S,Kempegowda Bus Station ⇔ Bagalur,3
332-A,332-A,Kempegowda Bus Station ⇔ Balagere,3
306-F KBS-BRH,306-F,Kempegowda Bus Station ⇔ Banarahalli,3
300-B,300-B,Kempegowda Bus Station ⇔ Banasawadi,3
210-NB,210-NB,Kempegowda Bus Station ⇔ Banashankari 5th Stage,3
12,12,Kempegowda Bus Station ⇔ Banashankari Bus Station,3
253-G KBS-MDR-MRS-BDP,253-G,Kempegowda Bus Station ⇔ Bandaiahanapalya,3
357 KBS-KMT-BDP,357,Kempegowda Bus Station ⇔ Bandapura,3
295-E,295-E,Kempegowda Bus Station ⇔ Bande Bommasandra,3
281-G,281-G,Kempegowda Bus Station ⇔ Bande Kodigehalli palya,3
289-Z,289-Z,Kempegowda Bus Station ⇔ Bande Kodigehallipalya Cross,3
238-C,238-C,Kempegowda Bus Station ⇔ Bande Maramma Bus Station,3
221-G,221-G,Kempegowda Bus Station ⇔ Bande Mutt Badavane Radiant Enclave,3
225-G,225-G,Kempegowda Bus Station ⇔ Bangarappa Nagara,3
43-JA,43-JA,Kempegowda Bus Station ⇔ Bangarappa Nagara,3
216 KBS-BJP,216 KBS-BJP,Kempegowda Bus Station ⇔ Banjarapalya,3
215-H KBS-JSD-BNP,215-H,Kempegowda Bus Station ⇔ Bannerughatta National Park,3
365,365,Kempegowda Bus Station ⇔ Bannerughatta National Park,3
V-365,V-365,Kempegowda Bus Station ⇔ Bannerughatta National Park,3
314-C,314-C,Kempegowda Bus Station ⇔ Basavanagara,3
333-C,333-C,Kempegowda Bus Station ⇔ Basavanagara,3
365-R,365-R,Kempegowda Bus Station ⇔ Basavanapura Church,3
88,88,Kempegowda Bus Station ⇔ Basaveshwaranagara New Bus Stand,3
88-B,88-B,Kempegowda Bus Station ⇔ Basaveshwaranagara New Bus Stand,3
298-MF,298-MF,Kempegowda Bus Station ⇔ Beerasandra Chapradakallu,3
289-M,289-M,Kempegowda Bus Station ⇔ Beguru,3
343-E,343-E,Kempegowda Bus Station ⇔ Beguru,3
343-B,343-B,Kempegowda Bus Station ⇔ Beguru Lake,3
329-H,329-H,Kempegowda Bus Station ⇔ Bellikere,3
347-F,347-F,Kempegowda Bus Station ⇔ Bengaluru Central Jail,3
231-D KBS-BTN,231-D,Kempegowda Bus Station ⇔ Bethimgere,3
245-Q,245-Q,Kempegowda Bus Station ⇔ Bettahalli,3
213-H KBS-BHKVL,213-H,Kempegowda Bus Station ⇔ Bettahalli Kaval,3
230-B,230-B,Kempegowda Bus Station ⇔ Bettanapalya,3
285-P KBS-BTNH,285-P,Kempegowda Bus Station ⇔ Bettenahalli,3
241-D,241-D,Kempegowda Bus Station ⇔ Bharath Nagara 2nd Stage,3
243-J,243-J,Kempegowda Bus Station ⇔ Bhavani Nagara 2nd Stage,3
279-H,279-H,Kempegowda Bus Station ⇔ Bhoopasandra,3
45-B,45-B,Kempegowda Bus Station ⇔ Bhuvaneshwari Nagara Mahalakshmi Temple,3
226-N,226-N,Kempegowda Bus Station ⇔ Bidadi,3
226-Q,226-Q,Kempegowda Bus Station ⇔ Bidadi,3
231-M,231-M,Kempegowda Bus Station ⇔ Bidadi,3
EXP-226N,EXP-226N,Kempegowda Bus Station ⇔ Bidadi,3
365-D,365-D,Kempegowda Bus Station ⇔ Bilavaradahalli,3
294-E,294-E,Kempegowda Bus Station ⇔ Bileshivale,3
355,355,Kempegowda Bus Station ⇔ Bommasandra Village,3
298-MA,298-MA,Kempegowda Bus Station ⇔ Bommawara,3
241-D KBS-BDG,241-D,Kempegowda Bus Station ⇔ Brahma Devara Gudda,3
49,49,Kempegowda Bus Station ⇔ Brundavana Nagara,3
316-B,316-B,Kempegowda Bus Station ⇔ Budigere,3
365-DB,365-DB,Kempegowda Bus Station ⇔ Byatarayana Doddy,3
365-E KBS-BTD,365-E,Kempegowda Bus Station ⇔ Byatarayana Doddy,3
285-L KBS-BYT,285-L,Kempegowda Bus Station ⇔ Byatha,3
298-B,298-B,Kempegowda Bus Station ⇔ Bychapura,3
298-B KBS-ANSR-BCP,298-B,Kempegowda Bus Station ⇔ Bychapura,3
240-E KBS-BKH,240-E,Kempegowda Bus Station ⇔ Bylakonenahalli,3
226-SB,226-SB,Kempegowda Bus Station ⇔ Byramangala,3
258-SD KBS-BNH,258-SD,Kempegowda Bus Station ⇔ Byranayakanahalli,3
22,22,Kempegowda Bus Station ⇔ Byrasandra New Bus Stand,3
365-K,365-K,Kempegowda Bus Station ⇔ CK Palya,3
369-J,369-J,Kempegowda Bus Station ⇔ CK Palya,3
314-B,314-B,Kempegowda Bus Station ⇔ CV Raman Nagara,3
314-B KBS-CVRNRG,314-B,Kempegowda Bus Station ⇔ CV Raman Nagara Railway Gate,3
KBS-CDS,KBS-CDS,Kempegowda Bus Station ⇔ Cathedral School,3
KBS-CVB,KBS-CVB,Kempegowda Bus Station ⇔ Cauvery Bhavana,3
89-A,89-A,Kempegowda Bus Station ⇔ Cauvery Nagara,3
89-C,89-C,Kempegowda Bus Station ⇔ Cauvery Nagara,3
89-E,89-E,Kempegowda Bus Station ⇔ Cauvery Nagara,3
242-ZC KBS-CFLS,242-ZC,Kempegowda Bus Station ⇔ Centre For Learning School,3
356,356,Kempegowda Bus Station ⇔ Chandapura,3
KBS-3C,KBS-3C,Kempegowda Bus Station ⇔ Chandapura,3
V-356,V-356,Kempegowda Bus Station ⇔ Chandapura,3
238-U KBS-CLO,238-U,Kempegowda Bus Station ⇔ Chandra Layout,3
61-A,61-A,Kempegowda Bus Station ⇔ Chandra Layout,3
61-J,61-J,Kempegowda Bus Station ⇔ Chandra Layout 1st Stage,3
210-X,210-X,Kempegowda Bus Station ⇔ Chandra Nagara,3
45-E,45-E,Kempegowda Bus Station ⇔ Channammanakere Achukattu,3
45-EA,45-EA,Kempegowda Bus Station ⇔ Channammanakere Achukattu,3
45-F,45-F,Kempegowda Bus Station ⇔ Channammanakere Achukattu,3
45-G,45-G,Kempegowda Bus Station ⇔ Channammanakere Achukattu,3
V-45G,V-45G,Kempegowda Bus Station ⇔ Channammanakere Achukattu,3
305-D,305-D,Kempegowda Bus Station ⇔ Channasandra,3
305-D KBS-VSD-CNS,305-D,Kempegowda Bus Station ⇔ Channasandra,3
316-F,316-F,Kempegowda Bus Station ⇔ Cheemasandra,3
250-A,250-A,Kempegowda Bus Station ⇔ Chikka Banavara,3
250-P,250-P,Kempegowda Bus Station ⇔ Chikka Banavara,3
271-PA,271-PA,Kempegowda Bus Station ⇔ Chikka Banavara,3
347-C KBS-LMG-CKBR,347-C,Kempegowda Bus Station ⇔ Chikka Beguru,3
369-G,369-G,Kempegowda Bus Station ⇔ Chikka Kammanahalli,3
258-VB,258-VB,Kempegowda Bus Station ⇔ Chikka Puttaiahnapalya,3
304-Z,304-Z,Kempegowda Bus Station ⇔ Chikka Thirupathi,3
285-CC KBS-CKTR,285-CC,Kempegowda Bus Station ⇔ Chikka Tumkur,3
V-298MN,V-298MN,Kempegowda Bus Station ⇔ Chikkaballapura,3
210-KA,210-KA,Kempegowda Bus Station ⇔ Chikkallasandra,3
210-P,210-P,Kempegowda Bus Station ⇔ Chikkallasandra,3
372-E KBS-CNP,372-E,Kempegowda Bus Station ⇔ Chinnaiahnapalya,3
361-D KBS-CDH,361-D,Kempegowda Bus Station ⇔ Chowdeshwari Temple,3
99-B,99-B,Kempegowda Bus Station ⇔ Chowdeshwarinagara JP Park,3
280 KBS-YHK-CHLS,280,Kempegowda Bus Station ⇔ Christal House Learning School,3
293 KBS-HNR-CHLS,293,Kempegowda Bus Station ⇔ Christal House Learning School,3
210-B KBS-KMT-CHG,210-B,Kempegowda Bus Station ⇔ Chunchaghatta,3
KBS-CCC,KBS-CCC,Kempegowda Bus Station ⇔ City Civil Court (CHAKRA),3
287-G,287-G,Kempegowda Bus Station ⇔ Coffee Board Layout,3
129 KBS-CMS,129 KBS-CMS,Kempegowda Bus Station ⇔ Cubbon Park Metro Station,3
369-K KBS-DLF,369-K,Kempegowda Bus Station ⇔ DLF Home Town,3
258-DN KBS-DBSP,258-DN,Kempegowda Bus Station ⇔ Dabaspete,3
EXP-258DK,EXP-258DK,Kempegowda Bus Station ⇔ Dabaspete,3
225-CC,225-CC,Kempegowda Bus Station ⇔ Darshan Farm,3
360-Q KBS-DSP,360-Q,Kempegowda Bus Station ⇔ Dasanapura,3
293-H,293-H,Kempegowda Bus Station ⇔ Dasanayakanahalli,3
222-A KBS-DPJN,222-A,Kempegowda Bus Station ⇔ Deepanjalinagara,3
238-U KBS-DPJN,238-U,Kempegowda Bus Station ⇔ Deepanjalinagara,3
238-US KBS-VJN-DPJN,238-US,Kempegowda Bus Station ⇔ Deepanjalinagara,3
238-V KBS-DPN,238-V,Kempegowda Bus Station ⇔ Deepanjalinagara,3
KBS-DPJN,KBS-DPJN,Kempegowda Bus Station ⇔ Deepanjalinagara,3
314 KBS-KFC-D06G,314,Kempegowda Bus Station ⇔ Depot-06 Gate,3
293 KBS-LGP-KLN,293,Kempegowda Bus Station ⇔ Depot-10 Gate,3
293 KBS-D10G,293 KBS-D10G,Kempegowda Bus Station ⇔ Depot-10 Gate,3
279-E KBS-AGO-D14G,279-E,Kempegowda Bus Station ⇔ Depot-14 Gate,3
279-E KBS-D14G,279-E,Kempegowda Bus Station ⇔ Depot-14 Gate,3
355-C KBS-D27G,355-C,Kempegowda Bus Station ⇔ Depot-27 Gate,3
365-J KBS-D27,365-J,Kempegowda Bus Station ⇔ Depot-27 Gate,3
365-J KBS-NSB-D27G,365-J,Kempegowda Bus Station ⇔ Depot-27 Gate,3
365-P KBS-D27G,365-P,Kempegowda Bus Station ⇔ Depot-27 Gate,3
238-V KBS-D31,238-V,Kempegowda Bus Station ⇔ Depot-31 Gate,3
80-A KBS-NLO-D31G,80-A,Kempegowda Bus Station ⇔ Depot-31 Gate,3
356-M KBS-D32,356-M,Kempegowda Bus Station ⇔ Depot-32 Suryacity,3
215-H KBS-D34G,215-H,Kempegowda Bus Station ⇔ Depot-34 Gate,3
364-G KBS-D34G,364-G,Kempegowda Bus Station ⇔ Depot-34 Gate,3
365 KBS-D34G,365 KBS-D34G,Kempegowda Bus Station ⇔ Depot-34 Gate,3
242-B KBS-D35G,242-B,Kempegowda Bus Station ⇔ Depot-35 Gate,3
349 D38-LMG-KBS,349,Kempegowda Bus Station ⇔ Depot-38 Gate,3
KBS-3A KBS-D38G,KBS-3A,Kempegowda Bus Station ⇔ Depot-38 Gate,3
323-AK KBS-D41G,323-AK,Kempegowda Bus Station ⇔ Depot-41 Gate,3
KBS-1K KBS-D41G,KBS-1K,Kempegowda Bus Station ⇔ Depot-41 Gate,3
KBS-1K KBS-VSD-D41G,KBS-1K,Kempegowda Bus Station ⇔ Depot-41 Gate,3
342-F KBS-D42G,342-F,Kempegowda Bus Station ⇔ Depot-42 Gate  Arrival,3
245-M KBS-D43G,245-M,Kempegowda Bus Station ⇔ Depot-43 Gate,3
245-M KBS-SVNP-D43G,245-M,Kempegowda Bus Station ⇔ Depot-43 Gate,3
258-C KBS-D43G,258-C,Kempegowda Bus Station ⇔ Depot-43 Gate,3
258-KBS-D43G,258-KBS-D43G,Kempegowda Bus Station ⇔ Depot-43 Gate,3
269-B KBS-RCP-D45,269-B,Kempegowda Bus Station ⇔ Depot-45 Gate,3
276 KBS-VRP-D45G,276,Kempegowda Bus Station ⇔ Depot-45 Gate,3
282 KBS-VNC-D52G,282,Kempegowda Bus Station ⇔ Depot-52 Arrival,3
229-B KBS-DVG,229-B,Kempegowda Bus Station ⇔ Devagere,3
305-V,305-V,Kempegowda Bus Station ⇔ Devalapura Circle,3
306-D,306-D,Kempegowda Bus Station ⇔ Devanagondi,3
296-MA,296-MA,Kempegowda Bus Station ⇔ Devanahalli Old Bus Stand,3
298-M,298-M,Kempegowda Bus Station ⇔ Devanahalli Old Bus Stand,3
EXP-298M,EXP-298M,Kempegowda Bus Station ⇔ Devanahalli Old Bus Stand,3
298PD-KBS-DNH,298PD-KBS-DNH,Kempegowda Bus Station ⇔ Devanayakanahalli,3
245-R KBS-DJP,245-R,Kempegowda Bus Station ⇔ Devaninjayyanapalya,3
364-B,364-B,Kempegowda Bus Station ⇔ Devarachikkanahalli,3
235-K,235-K,Kempegowda Bus Station ⇔ Dodda Basti,3
254 KBS-DBLK,254 KBS-DBLK,Kempegowda Bus Station ⇔ Dodda Byalakere,3
297-G KBS-DCH,297-G,Kempegowda Bus Station ⇔ Dodda Cheemanahalli,3
295-A,295-A,Kempegowda Bus Station ⇔ Dodda Gubbi,3
317-DN KBS-DNH,317-DN,Kempegowda Bus Station ⇔ Dodda Nallala,3
333-F,333-F,Kempegowda Bus Station ⇔ Dodda Nekkundi,3
333-F KBS-MRHB-DDNK,333-F,Kempegowda Bus Station ⇔ Dodda Nekkundi,3
346-N,346-N,Kempegowda Bus Station ⇔ Dodda Thoguru,3
285-C KBS-DTMR,285-C,Kempegowda Bus Station ⇔ Dodda Tumkur,3
285-M,285-M,Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,3
EXP-285M,EXP-285M,Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,3
V-285M,V-285M,Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,3
V-EXP 285M,V-EXP 285M,Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,3
285-M KBS-DBPH,285-M,Kempegowda Bus Station ⇔ Doddaballapura Govt Hospital,3
307-C KBS-VGBDAN,307-C,Kempegowda Bus Station ⇔ Doddabannahalli,3
220-E,220-E,Kempegowda Bus Station ⇔ Doddabele,3
242-J KBS-DMH,242-J,Kempegowda Bus Station ⇔ Doddamaranahalli,3
327-A,327-A,Kempegowda Bus Station ⇔ Dommasandra,3
333-K,333-K,Kempegowda Bus Station ⇔ Dr Ambedkar Nagara,3
365-Q,365-Q,Kempegowda Bus Station ⇔ Dyavasandra,3
KBS-3E,KBS-3E,Kempegowda Bus Station ⇔ Electronic City Wipro Main Gate,3
215-E,215-E,Kempegowda Bus Station ⇔ Eshwara Layout,3
61-F,61-F,Kempegowda Bus Station ⇔ GKW Layout,3
299-E,299-E,Kempegowda Bus Station ⇔ Gadenahalli,3
258-C KBS-GPLY,258-C,Kempegowda Bus Station ⇔ Ganapathi Layout(JK Store),3
258-C KBS-GDP,258-C,Kempegowda Bus Station ⇔ Gangadharanapalya,3
242-Q KBS-GGH,242-Q,Kempegowda Bus Station ⇔ Gangenahalli,3
263-G,263-G,Kempegowda Bus Station ⇔ Gangondanahalli,3
61-B,61-B,Kempegowda Bus Station ⇔ Gangondanahalli Masjid,3
